cui;cueanexo;cue;anexo;dom_edific;otras_entr;dom_establ;nombre_est;nomb_abrev;telefono;nivtip;tipest;sector;depfun;de;comunas;barrio;areaprogra;point_x;point_y;longitude;latitude
1655;20082300;200823;0;Estomba 4052;;Estomba 4052;Inst. Norbridge;I Norbridge;4541-7661;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;15;12;SAAVEDRA;HTAL. DR. PIROVANO;97956.8;108470;-58.4856;-34.5529
1657;20032600;200326;0;Juramento 4751;;Juramento 4751;Centro de Recuperación, Adaptación y Recreación;C Recup Adap y Recreación;4522-6666;IniEsp - PriEsp - Otras;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;15;12;VILLA URQUIZA;HTAL. DR, E. TORNÚ;98547.4;106017;-58.4791;-34.575
1656;20011600;200116;0;Galván 3266;;Galván 3266;Inst. Nuevos Aires;I Nuevos Aires;4545-4602/4554;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;15;12;VILLA URQUIZA;HTAL. DR. PIROVANO;97633.7;107101;-58.4891;-34.5653
1640;20009800;200098;0;Ballivián 2230;;Ballivián 2230/6;Inst. Educativo Duayen;I Educ Duayen;4522-9292;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;15;15;VILLA ORTUZAR;HTAL. DR, E. TORNÚ;98997.4;105607;-58.4742;-34.5787
1648;20020600;200206;0;Avda. Congreso 4931;;Avda. Congreso 4931;Inst. Sir Thomas Malory;I Sir Thomas Malory;4541-7453;IniCom - PriCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;15;12;VILLA URQUIZA;HTAL. DR. PIROVANO;97694.4;106725;-58.4884;-34.5686
1662;20184900;201849;0;Avda. Triunvirato 4671;;Avda. Triunvirato 4671;Inst. ESBA - Villa Urquiza;I ESBA - Villa Urquiza;4521-3500;MedAdu - SNUCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;15;12;VILLA URQUIZA;HTAL. DR, E. TORNÚ;97925;106077;-58.4859;-34.5745
1645;20208300;202083;0;Avda. Triunvirato 4654;;Avda. Triunvirato 4654 piso 1°;Inst. Superior de Enseñanza Intercambio;I Sup de E Intercambio;4521-0578;SNUCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;15;12;VILLA URQUIZA;HTAL. DR, E. TORNÚ;97907.1;106051;-58.4861;-34.5747
1684;20059400;200594;0;Zamudio 5541;;Zamudio 5541;Inst. Educativo Argentino Ntra Sra de Luján;I Educ Arg Ntra Sra de Luján;4572-3466/7490;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;16;12;VILLA PUEYRREDON;HTAL. DR. PIROVANO;96402.5;105909;-58.5025;-34.576
1668;20061400;200614;0;Avda. Albarellos 2367;;Avda. Albarellos 2367;Inst. Damasa Zelaya de Saavedra;I D Zelaya de Saavedra;4572-5913/4117;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;16;12;VILLA PUEYRREDON;HTAL. DR. PIROVANO;96258.8;106139;-58.5041;-34.5739
1678;20133400;201334;0;Gabriela Mistral 3757;;Gabriela Mistral 3757;Inst. Fasta San Vicente de Paul;I Fasta San Vicente de Paul;4501-1306;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;16;11;VILLA DEVOTO;HTAL. DR. A. ZUBIZARRETA;95451.1;103916;-58.5129;-34.594
1682;20020900;200209;0;Navarro 2517;;Navarro 2517;Centro Educativo Parroquia San José Santa Magdalena;CE Pquia San José Sta Magdalena;4373-5963;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;16;15;AGRONOMIA;HTAL. DR. A. ZUBIZARRETA;97473.8;104183;-58.4908;-34.5916
1671;20089700;200897;0;Avda. Gral. Mosconi 3022;;Avda. Gral. Mosconi 3022;Inst. Ntra. Sra. del Huerto;I Ntra Sra del Huerto;4571-7584;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;16;12;VILLA PUEYRREDON;HTAL. DR. A. ZUBIZARRETA;96297.1;104647;-58.5037;-34.5874
1673;20048600;200486;0;Vallejos 4746;;Vallejos 4746;Inst. Ntra. Sra. de Gracia y Buen Remedio;I Ntra Sra de Gracia y Buen Remedio;4501-0249;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;16;11;VILLA DEVOTO;HTAL. DR. A. ZUBIZARRETA;94462.4;103018;-58.5237;-34.6021
1674;20153800;201538;0;Avda. San Martín 6832;;Avda. San Martín 6832;Inst. San José;I San José;4501-1125;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;16;11;VILLA DEVOTO;HTAL. DR. A. ZUBIZARRETA;95699.8;104115;-58.5102;-34.5922
1680;20014200;200142;0;Mercedes 4734;;Mercedes 4734;Inst. Mater Dolorosa;I Mater Dolorosa;4501-0476;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;16;11;VILLA DEVOTO;HTAL. DR. A. ZUBIZARRETA;95029.4;103775;-58.5175;-34.5952
1672;20085600;200856;0;Avda. Gral. Mosconi 3845;;Avda. Gral. Mosconi 3845;Inst. J. N. Bialik;I J N Bialik;4501-2123;IniCom - PriCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;16;11;VILLA DEVOTO;HTAL. DR. A. ZUBIZARRETA;95279.8;103929;-58.5148;-34.5938
1679;20178900;201789;0;José Cubas 3675;;José Cubas 3675;Colegio Episcopal de Buenos Aires;Col Episcopal de Buenos Aires;4501-0032;MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;16;11;VILLA DEVOTO;HTAL. DR. A. ZUBIZARRETA;95672.3;103828;-58.5105;-34.5947
1675;20166700;201667;0;Campana 4658;Avda. Gral. Mosconi 3350;Campana 4658;Escuela de Enfermeria del Htal. Sirio Libanes;E Enf Htal. Sirio Libanés;4574-2518/4343;SNUCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;16;11;VILLA DEVOTO;HTAL. DR. A. ZUBIZARRETA;95967.4;104364;-58.5073;-34.5899
1689;20096900;200969;0;Avda. San Martín 5481;;Avda. San Martín 5481;Escuela de Enfermeria Helena Larroque de Roffo;E Enf H Larroque de Roffo;4580-2800 int. 247;SNUCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;17;15;AGRONOMIA;HTAL. DR. A. ZUBIZARRETA;97130.4;103604;-58.4946;-34.5968
1697;20016800;200168;0;Terrada 3080;;Terrada 3080;Inst. Platerillo;I Platerillo;4502-8383/4801;IniCom - PriCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;17;11;VILLA DEL PARQUE;HTAL. DR, E. TORNÚ;97624.7;103206;-58.4892;-34.6004
1670;20029900;200299;0;Avda. de los Constituyentes 5880;;Avda. de los Constituyentes 5880;Inst. Politécnico Modelo;I Politécnico Modelo;4572-2871;MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;16;12;VILLA PUEYRREDON;HTAL. DR. PIROVANO;96255.8;106231;-58.5041;-34.5731
1681;20173300;201733;0;Avda. Nazca 4966;;Avda. Nazca 4966;Platerillo;Platerillo;4571-9124;IniCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;16;12;VILLA PUEYRREDON;HTAL. DR. A. ZUBIZARRETA;96237.2;105009;-58.5043;-34.5841
1669;20177500;201775;0;Avda. Albarellos 2578;;Avda. Albarellos 2578;Aula Nueva;Aula Nueva;4574-2117;IniCom - PriCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;16;12;VILLA PUEYRREDON;HTAL. DR. PIROVANO;96072.7;105959;-58.5061;-34.5756
1683;20189100;201891;0;Pirán 6324;;Pirán 6324;Inst. Garabatos;I Garabatos;4572-9157;IniCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;16;12;VILLA URQUIZA;HTAL. DR. PIROVANO;96090.6;106446;-58.5059;-34.5712
1685;20206200;202062;0;Terrada 4356;;Terrada 4356;Inst. Del Sol;I Del Sol;4572-2184;IniCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;16;12;VILLA PUEYRREDON;HTAL. DR. A. ZUBIZARRETA;96746.6;104546;-58.4988;-34.5883
1677;20211700;202117;0;Franco 3057;;Franco 3057;Centro de Arte y Tecnología;C Arte y Tecnología;4571-6505;SNUArt;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;16;12;VILLA PUEYRREDON;HTAL. DR. A. ZUBIZARRETA;95849.3;105178;-58.5085;-34.5826
1703;20089900;200899;0;Nueva York 3571;;Nueva York 3571;Inst. Secundario Cardenal Copello;I Sec Cardenal Copello;4501-0427;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;17;11;VILLA DEVOTO;HTAL. DR. A. ZUBIZARRETA;96036.4;103605;-58.5065;-34.5968
803;20096600;200966;0;Simbrón 3160;;Simbrón 3160;Inst. Evangélico Americano;I Evangélico Americano;4504-3900;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;17;11;VILLA DEL PARQUE;HTAL. DR. A. ZUBIZARRETA;96993.4;103302;-58.4961;-34.5995
1705;20096800;200968;0;Pedro Lozano 3151;;Pedro Lozano 3151;Inst. San José de Villa del Parque;I San José de Villa del Parque;4503-9248/9667;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;17;11;VILLA DEL PARQUE;HTAL. DR. A. ZUBIZARRETA;97126.2;103153;-58.4946;-34.6008
1695;20090400;200904;0;Cuenca 2651;;Cuenca 2651;Inst. Santísima Virgen Niña;I Santísima Virgen Niña;4501-0854 4502-9168;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;17;11;VILLA DEL PARQUE;HTAL. DR. T. ALVAREZ;97350.3;102680;-58.4922;-34.6051
1691;20086000;200860;0;Asunción 3780;;Asunción 3780;Inst. Ntra. Sra. de la Misericordia;I Ntra Sra de la Misericordia;4502-5020;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;17;11;VILLA DEVOTO;HTAL. DR. A. ZUBIZARRETA;95865.7;103317;-58.5084;-34.5994
1707;20133700;201337;0;Simbrón 5275;;Simbrón 5275;Inst. San Rafael;I San Rafael;4568-8121;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;17;11;VILLA DEVOTO;HTAL. VELEZ SARSFIELD;94651.5;101486;-58.5216;-34.6159
1706;20158600;201586;0;Pedro Morán 4441;;Pedro Morán 4441;Villa Devoto School;Villa Devoto School;4501-9419/1307;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;17;11;VILLA DEVOTO;HTAL. DR. A. ZUBIZARRETA;95183.4;102725;-58.5158;-34.6047
1687;20182200;201822;0;Cnel. Pedro Calderón de la Barca 3056;;Cnel. Pedro Calderón de la Barca 3056;Hogar San Rafael;Hogar San Rafael;4568-1100;IniCom - PriCom - PriAdu;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;17;11;VILLA DEVOTO;HTAL. VELEZ SARSFIELD;94562.2;101701;-58.5226;-34.6139
1701;20133500;201335;0;Irigoyen 2150;;Irigoyen 2150;Escuela Cristiana Evangélica Argentina;E Cristiana Evangélica Argentina;4641-8173/3957;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;17;10;VILLA REAL;HTAL. VELEZ SARSFIELD;94320.3;100832;-58.5252;-34.6218
1708;20133900;201339;0;Simbrón 5490;;Simbrón 5490;Inst. Modelo de Enseñanza Privada;I Modelo de Enseñanza Privada;4568-9261;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;17;10;VILLA REAL;HTAL. VELEZ SARSFIELD;94445.8;101224;-58.5239;-34.6182
1735;20089100;200891;0;Avda. Alvarez Jonte 4896;;Avda. Alvarez Jonte 4896;Inst. Argentino Hebreo Marc Chagall;I Arg Hebreo Marc Chagall;4639-8872/73;IniCom - PriCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;18;10;MONTE CASTRO;HTAL. VELEZ SARSFIELD;96010.3;100980;-58.5068;-34.6204
1688;20107400;201074;0;Tinogasta 5824;;Tinogasta 5824;Inst. Juan Amos Comenio;I Juan Amos Comenio;4641-3957/8173;SNUCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;17;10;VILLA REAL;HTAL. VELEZ SARSFIELD;94264.3;100860;-58.5258;-34.6215
1692;20096700;200967;0;Avda. Nazca 3330;;Avda. Nazca 3330;Inst. Glaux;I Glaux;4501-3100 4504-2477;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;17;11;VILLA DEL PARQUE;HTAL. DR. A. ZUBIZARRETA;97330.6;103456;-58.4924;-34.5981
1699;20014400;200144;0;Gualeguaychú 3530;;Gualeguaychú 3530;Inst. Cuenta Cuentos;I Cuenta Cuentos;4501-9642;IniCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;17;11;VILLA DEVOTO;HTAL. DR. A. ZUBIZARRETA;95517;102877;-58.5122;-34.6033
1698;20014500;200145;0;Gualeguaychú 3152;;Gualeguaychú 3152;Colegio Evangélico Villa Devoto;Col Evangélico Villa Devoto;4501-0880;MedCom - SNUCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;17;11;VILLA DEVOTO;HTAL. DR. A. ZUBIZARRETA;95768.8;102540;-58.5094;-34.6064
1696;20086200;200862;0;Fernández de Enciso 3565;;Fernández de Enciso 3565;Escuela del Mirador;Esc del Mirador;4501-9742;PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;17;11;VILLA DEVOTO;HTAL. DR. A. ZUBIZARRETA;95414.5;102580;-58.5133;-34.606
1702;20019900;200199;0;Nogoyá 2620;;Nogoyá 2620;Colegio Nuevo Pensar;Col Nuevo Pensar;4502-2126;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;17;11;VILLA DEL PARQUE;HTAL. DR, E. TORNÚ;97854.9;103244;-58.4867;-34.6
1704;20042800;200428;0;Pedro Lozano 2730;;Pedro Lozano 2730;Centro Educativo Buenos Aires;C E Buenos Aires;4501-2674 4502-9657;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;17;11;VILLA DEL PARQUE;HTAL. DR, E. TORNÚ;97589.6;103457;-58.4896;-34.5981
1693;20165600;201656;0;Avda. Salvador María del Carril 5073;;Avda. Salvador María del Carril 5073;Inst. Cristiano Evangélico Devoto;I Cristiano Evangélico Devoto;4503-0534;IniCom - PriCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;17;11;VILLA DEVOTO;HTAL. DR. A. ZUBIZARRETA;94226.8;102355;-58.5262;-34.608
1694;20044000;200440;0;Baigorria 3054;;Baigorria 3054;Colegio del Trébol;Col del Trébol;4504-4735;IniCom - PriCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;17;11;VILLA DEL PARQUE;HTAL. DR. T. ALVAREZ;97488.4;102839;-58.4907;-34.6037
1690;20175700;201757;0;Asunción 3178;;Asunción 3178;Jardín de los Manzanos;J de los Manzanos;4504-4574;IniCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;17;15;AGRONOMIA;HTAL. DR. A. ZUBIZARRETA;96605.5;103873;-58.5003;-34.5944
1600;20205100;202051;0;Gral. César Díaz 2441;;Gral. César Díaz 2441;Lima Limón;Lima Limón;4584-2502;IniCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;12;11;VILLA GRAL. MITRE;HTAL. DR. T. ALVAREZ;99081.3;101995;-58.4733;-34.6113
1931;20253100;202531;0;Muñiz 438;;Muñiz 438;Escuela Infantil Artelin;EI Artelín;4981-0085;IniCom;No Corresponde - (RIEA);2;GO Registro de Institutos Educativos Asistenciales;8;5;ALMAGRO;HTAL. DR. C.G. DURAND;103320;101183;-58.4271;-34.6186
1719;20068300;200683;0;Avda. Avellaneda 4455;;Avda. Avellaneda 4455;Inst. Espíritu Santo;I Espíritu Santo;4671-7874;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;18;10;VELEZ SARSFIELD;HTAL. VELEZ SARSFIELD;97639.2;99680.9;-58.489;-34.6321
1726;20066300;200663;0;Cuzco 176;;Cuzco 176;Inst. San Cayetano;I San Cayetano;4641-0082;IniCom - PriCom - MedCom - SNUCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;18;9;LINIERS;HTAL. VELEZ SARSFIELD;94064.3;99042.5;-58.528;-34.6379
1728;20170500;201705;0;Irigoyen 1143;;Irigoyen 1143;Inst. Ntra. Sra. del Buen y Perpetuo Socorro;I Ntra Sra del Buen y Perpetuo Socorro;4567-1175 4566-2146;IniCom - PriCom - MedCom - SNUCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;18;10;VILLA LURO;HTAL. VELEZ SARSFIELD;95305.3;99942;-58.5145;-34.6298
1716;20077600;200776;0;Avda. Juan B. Justo 7525;;Avda. Juan B. Justo 7525;Inst. Angela Copello;I Angela Copello;4671-6530;IniCom - PriCom - MedCom - MedAdu;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;18;10;VELEZ SARSFIELD;HTAL. VELEZ SARSFIELD;97055.6;99952.5;-58.4954;-34.6297
1718;20118800;201188;0;Avda. Rivadavia 9441;;Avda. Rivadavia 9441;Escuela Modelo D. F. Sarmiento;Esc Modelo D F Sarmiento;4683-1620/5579;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;18;10;VILLA LURO;HTAL. DR. F. SANTOJANI;96894.2;99147.2;-58.4972;-34.637
1721;20067700;200677;0;Bacacay 4896;;Bacacay 4896;Inst. Santísimo Sacramento;I Santísimo Sacramento;4671-1277;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;18;10;VELEZ SARSFIELD;HTAL. VELEZ SARSFIELD;97057.9;99401.6;-58.4954;-34.6347
1724;20118700;201187;0;Bermúdez 2052;;Bermúdez 2052;Inst. San Pedro;I San Pedro;4566-0343;IniCom - PriCom - MedCom - MedAdu;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;18;10;MONTE CASTRO;HTAL. VELEZ SARSFIELD;95776.3;101059;-58.5094;-34.6197
1725;20121800;201218;0;Cervantes 1168;;Cervantes 1168;Inst. San Ramón Nonato;I San Ramón Nonato;4567-8392 4566-8543;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;18;10;VELEZ SARSFIELD;HTAL. VELEZ SARSFIELD;96508.2;100146;-58.5014;-34.6279
1720;20068400;200684;0;Bacacay 4747;;Bacacay 4747;Inst. Juan Bautista Berthier;I JB Berthier;4671-8664;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;18;10;VELEZ SARSFIELD;HTAL. VELEZ SARSFIELD;97247.7;99456.7;-58.4933;-34.6342
1731;20122900;201229;0;Moliere 836;;Moliere 836;Inst. Santísimo Corazón de Jesus;I Santísimo Corazón de Jesús;4648-1285;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;18;10;VILLA LURO;HTAL. VELEZ SARSFIELD;96011.2;99796;-58.5068;-34.6311
1723;20066400;200664;0;Benito Juárez 2159;;Benito Juárez 2159;Inst. San Rafael (niñas);I San Rafael (niñas);4566-0462;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;18;10;MONTE CASTRO;HTAL. VELEZ SARSFIELD;96229.6;101067;-58.5044;-34.6196
1727;20072300;200723;0;Dr. Alejandro Korn 4283;;Dr. Alejandro Korn 4283;Inst. Cristo Maestro;I Cristo Maestro;4568-0225;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;18;10;FLORESTA;HTAL. VELEZ SARSFIELD;97010.7;101028;-58.4959;-34.62
1732;20011500;200115;0;Santo Tomé 5130;;Santo Tomé 5130;Escuela Cristiana de la Puerta Abierta;Esc Cristiana de la Puerta Abierta;4566-0552 4568-6667;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;18;10;MONTE CASTRO;HTAL. VELEZ SARSFIELD;95487.3;101031;-58.5125;-34.62
1715;20175900;201759;0;Arregui 5028;;Arregui 5028;Valle Grande;Valle Grande;4566-3935;IniCom - PriCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;18;10;MONTE CASTRO;HTAL. VELEZ SARSFIELD;95704.3;101074;-58.5101;-34.6196
1730;20185200;201852;0;Avda. Lope de Vega 80;;Avda. Lope de Vega 80;Nuevo Sol de Educación Integral;Nuevo Sol de Educ Integral;4683-5815;IniCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;18;10;VILLA LURO;HTAL. DR. F. SANTOJANI;96659;99157.9;-58.4997;-34.6369
1722;20189700;201897;0;Bahía Blanca 2246;;Bahia Blanca 2246;Colegio Nuevos Ayres;Col Nuevos Ayres;4566-5858/4567-8970;IniCom - PriCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;18;10;MONTE CASTRO;HTAL. VELEZ SARSFIELD;96779.8;101755;-58.4984;-34.6134
1738;20067600;200676;0;Fournier 3157;;Fournier 3157;Inst. Nueva Pompeya;I Nueva Pompeya;4918-0958/8140;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;19;4;NUEVA POMPEYA;HTAL. J.M. PENNA;104155;97415.7;-58.418;-34.6526
1739;20041100;200411;0;Avda. Tilcara 3178;;Avda. Tilcara 3178;Inst. San Antonio de Padua;I San Antonio de Padua;4918-0640;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;19;4;NUEVA POMPEYA;HTAL. J.M. PENNA;104086;97371.6;-58.4187;-34.653
1740;20153400;201534;0;Avda. Lafuente 3242;;Avda. Lafuente 3242;Inst. Cristo Obrero;I Cristo Obrero;4919-2430/2441;IniCom - PriCom - MedCom - SNUCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;19;8;VILLA SOLDATI;HTAL. DR. P. PIÑERO;102293;96255.8;-58.4383;-34.663
1741;20153500;201535;0;Corrales 3190;;Corrales 3190;Inst. San José;I San José;4918-6523;IniCom - PriCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;19;8;VILLA SOLDATI;HTAL. DR. P. PIÑERO;102032;96205.4;-58.4411;-34.6635
1742;20111100;201111;0;Portela 2750;;Portela 2750;Inst. Ntra. Sra. de Fátima;I Ntra Sra de Fátima;4918-3778;IniCom - PriCom - MedCom - PriAdu - MedAdu;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;19;8;VILLA SOLDATI;HTAL. DR. P. PIÑERO;101508;96715.1;-58.4469;-34.6589
1743;20087500;200875;0;Cóndor 2150;Cóndor 2132 / 2150;Cóndor 2132;Inst. Ntra. Sra. de las Gracias;I Ntra Sra de Las Gracias;4918-2570;IniCom - PriCom - MedCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;19;8;VILLA SOLDATI;HTAL. J.M. PENNA;103140;96858.8;-58.429;-34.6576
1744;20025400;200254;0;Corrales 2527;;Corrales 2527;Inst. Isaac Bakchellian;I Isaac Bakchellian;4918-7245;IniCom - PriCom;No Corresponde - IEIEO (Inst Educ Incorporado a la Eseñanza Oficial);2;Dir Gral de Educación de Gestión Privada;19;8;VILLA SOLDATI;HTAL. J.M. PENNA;102613;96824.8;-58.4348;-34.6579
