cui;cueanexo;cue;anexo;dom_edific;otras_entr;dom_establ;nombre_est;nomb_abrev;telefono;nivtip;tipest;sector;depfun;de;comunas;barrio;areaprogra;point_x;point_y;longitude;latitude
953;20027500;200275;0;Berón de Astrada 5920;;Berón de Astrada 5920;Jardín de Infantes Común Nº 03/21º;JIC 03/21;4605-0785 4604-0065;IniCom;JIC (Jardín de Infantes Común);1;Dir de Educación Inicial;21;8;VILLA LUGANO;HTAL. DR. F. SANTOJANI;99987.2;93389.3;-58.4634;-34.6889
953;20109500;201095;0;Berón de Astrada 5920;;Berón de Astrada 5920;Esc. Primaria Común Nº 09 Hector Panizza;EPjs 09;4605-0785;PriCom;Escuela Primaria Común de Jornada Simple;1;Dir de Educación Primaria;21;8;VILLA LUGANO;HTAL. DR. F. SANTOJANI;99987.2;93389.3;-58.4634;-34.6889
954;20221100;202211;0;Avda. Larrazábal 5001;Sin nombre S/N;Avda. Larrazábal 5001;Jardín de Infantes Común Nº 07/21º;JIC 07/21;4604-0058;IniCom;JIC (Jardín de Infantes Común);1;Dir de Educación Inicial;21;8;VILLA LUGANO;HTAL. DR. F. SANTOJANI;99959.9;94133.9;-58.4637;-34.6821
954;20109300;201093;0;Avda. Larrazábal 5001;Sin nombre S/N;Avda. Larrazábal 5001;Esc. Primaria Común Nº 10 Italo Americo Foradori;EPjs 10;4605-1389;PriCom;Escuela Primaria Común de Jornada Simple;1;Dir de Educación Primaria;21;8;VILLA LUGANO;HTAL. DR. F. SANTOJANI;99959.9;94133.9;-58.4637;-34.6821
955;20027804;200278;4;Avda. Piedra Buena 4863;Avda. Piedra Buena 4861 - Avda. Piedra Buenaa 4865;Avda. Piedra Buena 4863;Jardín de Infantes Nucleado C (EPCjs 13/21º);JIN C (13);4601-1165;IniCom;JIN (Jardín de Infantes Nucleado);1;Dir de Educación Inicial;21;8;VILLA RIACHUELO;HTAL. DR. F. SANTOJANI;98837.3;93564.2;-58.476;-34.6873
68;20039200;200392;0;Avda. Ramón Castillo S/N;Acceso Maipú - Avda. de los Inmigrantes;Avda. de los Inmigrantes y Avda. Ramón S. Castillo;Centro Educativo de Nivel Secundario N° 41;CENS 41 AGP;4312-1123;MedAdu;CENS (Centro Educativo de Nivel Secundario);1;Dir de Educación del Adulto y del Adolescente;1;1;RETIRO;HTAL. J.A.FERNANDEZ;108731;105022;-58.3681;-34.584
39;20201800;202018;0;Tucumán 1647;;Tucumán 1647;Centro de Formación Profesional N° 13 - ASIMRA;CFP 13 ASIMRA;4371-1770;Otras;CFP (Centro de Formación Profesional);1;Gerencia Operativa de Educación y Trabajo;1;1;SAN NICOLAS;HTAL. DR. J.M. RAMOS MEJÍA;106696;103050;-58.3903;-34.6017
17;20039400;200394;0;Larrea 854;;Larrea 854;Centro Educativo de Nivel Secundario N° 24;CENS 24 UPCN;4322-7072/1241;MedAdu;CENS (Centro Educativo de Nivel Secundario);1;Dir de Educación del Adulto y del Adolescente;1;2;RECOLETA;HTAL. J.A.FERNANDEZ;105584;103428;-58.4024;-34.5984
388;20030100;200301;0;Rawson 42;;Rawson 42;Centro Educativo de Nivel Secundario N° 35;CENS 35 UPCN;4322-1241/7072;MedAdu;CENS (Centro Educativo de Nivel Secundario);1;Dir de Educación del Adulto y del Adolescente;7;5;ALMAGRO;HTAL. DR. C.G. DURAND;103468;101858;-58.4255;-34.6125
1236;20159900;201599;0;Pichincha 467;;Pichincha 467;Centro Educativo de Nivel Secundario N° 56;CENS 56 UPCN;;MedAdu;CENS (Centro Educativo de Nivel Secundario);1;Dir de Educación del Adulto y del Adolescente;3;3;BALVANERA;HTAL. DR. J.M. RAMOS MEJÍA;105864;101599;-58.3994;-34.6148
154;20178100;201781;0;Avda. Belgrano 637;;Avda. Belgrano 637;Instituto de Formación Técnica Superior Nº 12;IFTS 12 UPCN;4322-1361/1241;SNUCom;IFTS (Instituto de Formación Técnica Superior);1;Dir de Formación Técnica Superior;3;1;MONTSERRAT;HTAL. DR. C. ARGERICH;108067;101853;-58.3753;-34.6125
80;20110200;201102;0;Rio de Janeiro 986;Rio de Janeiro 946 - Ramos Mejia 951;Río de Janeiro 986;Esc. Primaria Común N° 07 Del Centenario;EPjc 07;4983-5877;PriCom;Escuela Primaria Común de Jornada Completa;1;Dir de Educación Primaria;2;6;CABALLITO;HTAL. DR. C.G. DURAND;102856;102763;-58.4322;-34.6044
81;20029400;200294;0;Tucumán 3233;San Luis 3224;San Luis 3224;Jardín de Infantes Nucleado B El Jardín del Abasto (EPCjs 08/02º) [Sede];JIN B (08) (s);4863-3413;IniCom;JIN (Jardín de Infantes Nucleado);1;Dir de Educación Inicial;2;3;BALVANERA;HTAL. DR. J.M. RAMOS MEJÍA;104769;103210;-58.4113;-34.6003
81;20171300;201713;0;Tucumán 3233;San Luis 3224;Tucumán 3233;Esc. Primaria Común Nº 08 Dr. Arturo Mateo Bas;EPjc 08;4862-1275;PriCom;Escuela Primaria Común de Jornada Completa;1;Dir de Educación Primaria;2;3;BALVANERA;HTAL. DR. J.M. RAMOS MEJÍA;104769;103210;-58.4113;-34.6003
82;20147100;201471;0;El Salvador 4037;Acuña de Figueroa S/N;El Salvador 4037;Jardín de Infantes Nucleado A (EPCjs 09/02º) [Sede];JIN A (09) (s);4862-0050;IniCom;JIN (Jardín de Infantes Nucleado);1;Dir de Educación Inicial;2;14;PALERMO;HTAL. J.A.FERNANDEZ;103973;104060;-58.42;-34.5927
82;20146800;201468;0;El Salvador 4037;Acuña de Figueroa S/N;El Salvador 4037;Esc. Primaria Común Nº 09 Cnel. Genaro Beron de Astrada;EPjc 09;4862-9460;PriCom;Escuela Primaria Común de Jornada Completa;1;Dir de Educación Primaria;2;14;PALERMO;HTAL. J.A.FERNANDEZ;103973;104060;-58.42;-34.5927
82;20032000;200320;0;El Salvador 4037;Acuña de Figueroa S/N;El Salvador 4037;Centro Educativo de Nivel Secundario N° 40;CENS 40;4862-9460;MedAdu;CENS (Centro Educativo de Nivel Secundario);1;Dir de Educación del Adulto y del Adolescente;2;14;PALERMO;HTAL. J.A.FERNANDEZ;103973;104060;-58.42;-34.5927
83;20116500;201165;0;Arenales 2733;;Arenales 2733;Jardín de Infantes Común Nº 01/02º;JIC 01/02;4822-3224 4824-8146;IniCom;JIC (Jardín de Infantes Común);1;Dir de Educación Inicial;2;2;RECOLETA;HTAL. J.A.FERNANDEZ;105403;104111;-58.4044;-34.5922
83;20116600;201166;0;Arenales 2733;;Arenales 2733;Esc. Primaria Común Nº 10 Gregoria Perez;EPjc 10;4822-3224 4823-2477;PriCom;Escuela Primaria Común de Jornada Completa;1;Dir de Educación Primaria;2;2;RECOLETA;HTAL. J.A.FERNANDEZ;105403;104111;-58.4044;-34.5922
83;20138900;201389;0;Arenales 2733;;Arenales 2733;Esc. Primaria p/Adultos Nº 10 Gregoria Perez;EPA 10;4822-3224;PriAdu - Otras;Escuela Primaria para Adultos;1;Dir de Educación del Adulto y del Adolescente;2;2;RECOLETA;HTAL. J.A.FERNANDEZ;105403;104111;-58.4044;-34.5922
84;20038600;200386;0;Obrero Roberto Núñez 4355;;Obrero Roberto Núñez 4355;Esc. Primaria Común Nº 11 Provincia de Jujuy;EPjc 11;4862-4789;PriCom;Escuela Primaria Común de Jornada Completa;1;Dir de Educación Primaria;2;5;ALMAGRO;HTAL. DR. C.G. DURAND;103371;102872;-58.4265;-34.6034
84;20155000;201550;0;Obrero Roberto Núñez 4355;;Obrero Roberto Núñez 4355;Centro Educativo de Nivel Secundario N° 29;CENS 29;4862-4789;MedAdu;CENS (Centro Educativo de Nivel Secundario);1;Dir de Educación del Adulto y del Adolescente;2;5;ALMAGRO;HTAL. DR. C.G. DURAND;103371;102872;-58.4265;-34.6034
85;20250700;202507;0;José Antonio Cabrera 3430;José Antonio Cabrera S/N;José Antonio Cabrera 3430;Jardín de Infantes Integral N° 04 DE 2;JII 04/02;4963-4565;IniCom;JII (Jardín de Infantes Integral);1;Dir de Educación Inicial;2;2;RECOLETA;HTAL. J.A.FERNANDEZ;104452;103593;-58.4148;-34.5969
86;20126200;201262;0;Avda. Pueyrredón 630;;Avda. Pueyrredón 630;Esc. Primaria Común Nº 14 Juan Martin de Pueyrredon;EPjc 14;4961-9160;PriCom;Escuela Primaria Común de Jornada Completa;1;Dir de Educación Primaria;2;3;BALVANERA;HTAL. DR. J.M. RAMOS MEJÍA;105323;102936;-58.4053;-34.6028
86;20141700;201417;0;Avda. Pueyrredón 630;;Avda. Pueyrredón 630;Esc. Primaria p/Adultos Nº 14 Juan Martin de Pueyrredón;EPA 14;4961-9160;PriAdu - Otras;Escuela Primaria para Adultos;1;Dir de Educación del Adulto y del Adolescente;2;3;BALVANERA;HTAL. DR. J.M. RAMOS MEJÍA;105323;102936;-58.4053;-34.6028
87;20126100;201261;0;Sarmiento 2832;Sarmiento S/N;Sarmiento 2832;Esc. Primaria Común Nº 16 Presidente Mitre;EPjc 16;4861-9775;PriCom;Escuela Primaria Común de Jornada Completa;1;Dir de Educación Primaria;2;3;BALVANERA;HTAL. DR. J.M. RAMOS MEJÍA;105225;102501;-58.4063;-34.6067
87;20141800;201418;0;Sarmiento 2832;Sarmiento S/N;Sarmiento 2832;Esc. Primaria p/Adultos Nº 16 Presidente Mitre;EPA 16;4861-9775;PriAdu - Otras;Escuela Primaria para Adultos;1;Dir de Educación del Adulto y del Adolescente;2;3;BALVANERA;HTAL. DR. J.M. RAMOS MEJÍA;105225;102501;-58.4063;-34.6067
88;20147800;201478;0;Avda. Angel Gallardo 250;Juana de Ibarbourou 1080 - Avda. Angel Gallardo 246;Avda. Angel Gallardo 250;Jardín de Infantes Nucleado C (EPCjc 17/02º) [Sede];JIN C (17) (s);4867-2749;IniCom;JIN (Jardín de Infantes Nucleado);1;Dir de Educación Inicial;2;6;CABALLITO;HTAL. DR. C.G. DURAND;102532;102800;-58.4357;-34.604
88;20110300;201103;0;Avda. Angel Gallardo 250;Juana de Ibarbourou 1080 - Avda. Ángel Gallardo 246;Avda. Angel Gallardo 246;Esc. Primaria Común Nº 17 Presidente Uriburu;EPjc 17;4863-2923;PriCom;Escuela Primaria Común de Jornada Completa;1;Dir de Educación Primaria;2;6;CABALLITO;HTAL. DR. C.G. DURAND;102532;102800;-58.4357;-34.604
41;20096300;200963;0;Bartolomé Mitre 970;;Bartolomé Mitre 970;Centro Educativo de Nivel Secundario N° 05 (sede);CENS 05 s SEC;4345-0783;MedAdu;CENS (Centro Educativo de Nivel Secundario);1;Dir de Educación del Adulto y del Adolescente;1;1;SAN NICOLAS;HTAL. DR. C. ARGERICH;107621;102432;-58.3802;-34.6073
41;20024300;200243;0;Bartolomé Mitre 970;;Bartolomé Mitre 970  piso 3°;Centro Educativo de Nivel Secundario N° 62;CENS 62 SEC;4345-0783 4961-3386;MedAdu;CENS (Centro Educativo de Nivel Secundario);1;Dir de Educación del Adulto y del Adolescente;1;1;SAN NICOLAS;HTAL. DR. C. ARGERICH;107621;102432;-58.3802;-34.6073
41;20200700;202007;0;Bartolomé Mitre 970;;Bartolomé Mitre 970 piso 3°;Centro de Formación Profesional N° 10 - Raul Scalabrini Ortiz (sede) - SEC;CFP 10 SEC (s);4345-0783/1229/3923;Otras;CFP (Centro de Formación Profesional);1;Gerencia Operativa de Educación y Trabajo;1;1;SAN NICOLAS;HTAL. DR. C. ARGERICH;107621;102432;-58.3802;-34.6073
93;20125500;201255;0;Dr. Tomás Manuel de Anchorena 855;;Dr. Tomás Manuel de Anchorena 855;Esc. Primaria Común Nº 23 Tomas Manuel de Anchorena;EPjc 23;4961-3386;PriCom;Escuela Primaria Común de Jornada Completa;1;Dir de Educación Primaria;2;3;BALVANERA;HTAL. DR. J.M. RAMOS MEJÍA;105051;103377;-58.4082;-34.5988
93;20037500;200375;0;Dr. Tomás Manuel de Anchorena 855;;Dr. Tomás Manuel de Anchorena 855;Centro Educativo de Nivel Secundario N° 01;CENS 01;4961-3386;MedAdu;CENS (Centro Educativo de Nivel Secundario);1;Dir de Educación del Adulto y del Adolescente;2;3;BALVANERA;HTAL. DR. J.M. RAMOS MEJÍA;105051;103377;-58.4082;-34.5988
93;20076402;200764;2;Dr. Tomás Manuel de Anchorena 855;;Dr. Tomás Manuel de Anchorena 855;Curso Vocacional de Folklore Nº 02;CV Folk 02;4961-3386;Otras;Escuela de Danzas;1;Dir de Educación Artística;2;3;BALVANERA;HTAL. DR. J.M. RAMOS MEJÍA;105051;103377;-58.4082;-34.5988
120;20101700;201017;0;Gral. Lucio Norberto Mansilla 3643;Dr. Tomas de Anchorena 855;Gral. Lucio Norberto Mansilla 3643;Instituto de Formación Técnica Superior Nº 18;IFTS 18;4823-2477;SNUCom;IFTS (Instituto de Formación Técnica Superior);1;Dir de Formación Técnica Superior;2;14;PALERMO;HTAL. J.A.FERNANDEZ;104446;104277;-58.4148;-34.5907
94;20029401;200294;1;Jean Jaurés 870;;Jean Jaurés 870;Jardín de Infantes Nucleado B El Jardín del Abasto (EPCjs 24/02º);JIN B (24);4961-3657;IniCom;JIN (Jardín de Infantes Nucleado);1;Dir de Educación Inicial;2;3;BALVANERA;HTAL. DR. J.M. RAMOS MEJÍA;105107;103215;-58.4076;-34.6003
94;20126300;201263;0;Jean Jaurés 870;;Jean Jaurés 870;Esc. Primaria Común Nº 24 Provincia de Catamarca;EPjs 24;4961-3657;PriCom;Escuela Primaria Común de Jornada Simple;1;Dir de Educación Primaria;2;3;BALVANERA;HTAL. DR. J.M. RAMOS MEJÍA;105107;103215;-58.4076;-34.6003
94;20037300;200373;0;Jean Jaurés 870;;Jean Jaurés 870;Centro Educativo de Nivel Secundario N° 16;CENS 16;4961-3657;MedAdu;CENS (Centro Educativo de Nivel Secundario);1;Dir de Educación del Adulto y del Adolescente;2;3;BALVANERA;HTAL. DR. J.M. RAMOS MEJÍA;105107;103215;-58.4076;-34.6003
95;20171900;201719;0;José Antonio Cabrera 3484;José Antonio Cabrera 3482;José Antonio Cabrera 3430/84;Esc. Primaria Común Nº 13 República Islámica de Irán;EPjs 13;4963-4565/2640;PriCom;Escuela Primaria Común de Jornada Simple;1;Dir de Educación Primaria;2;2;RECOLETA;HTAL. J.A.FERNANDEZ;104406;103596;-58.4153;-34.5968
95;20141500;201415;0;José Antonio Cabrera 3484;José Antonio Cabrera 3482;José Antonio Cabrera 3430;Esc. Primaria p/Adultos Nº 13 República Islámica de Iran;EPA 13;4963-2640;PriAdu - Otras;Escuela Primaria para Adultos;1;Dir de Educación del Adulto y del Adolescente;2;2;RECOLETA;HTAL. J.A.FERNANDEZ;104406;103596;-58.4153;-34.5968
96;20074400;200744;0;Avda. Santa Fe 2778;;Avda. Santa Fe 2778;Liceo Nº 01 Jose Figueroa Alcorta;Lic 01;4824-4403 4826-1395;MedCom;Liceo;1;Dir de Educación Media;2;2;RECOLETA;HTAL. J.A.FERNANDEZ;105256;104035;-58.406;-34.5929
96;20036100;200361;0;Avda. Santa Fe 2778;;Avda. Santa Fe 2778;Inst. de Tiempo Libre y Recreación;IES T L y R;4823-5308;SNUCom;IFTS (Instituto de Formación Técnica Superior);1;Dir de Formación Técnica Superior;2;2;RECOLETA;HTAL. J.A.FERNANDEZ;105256;104035;-58.406;-34.5929
97;20097300;200973;0;Avda. Rivadavia 3577;B. Mitre s/n frente al 3545;Avda. Rivadavia 3577;Colegio Nº 03 Mariano Moreno;Col 03;4863-0813 4861-0370;MedCom;Colegio;1;Dir de Educación Media;2;5;ALMAGRO;HTAL. DR. J.M. RAMOS MEJÍA;104263;102058;-58.4168;-34.6107
1863;20110400;201104;0;Ayacucho 632;;Ayacucho 632;Inst. Superior del Prof. Dr. Joaquín V. Gonzalez;IES J V González;4863-3905/5933/3916;SNUCom;Instituto de Educación Superior;1;Dir de Formación Docente;1;3;BALVANERA;HTAL. DR. J.M. RAMOS MEJÍA;106199;103045;-58.3957;-34.6018
53;20048000;200480;0;Avda. Pte. Figueroa Alcorta 2977;;Avda. Pte. Figueroa Alcorta 2977;Centro Educativo de Nivel Secundario N° 69;CENS 69 ATC;4808-2598;MedAdu;CENS (Centro Educativo de Nivel Secundario);1;Dir de Educación del Adulto y del Adolescente;1;2;RECOLETA;HTAL. J.A.FERNANDEZ;106046;105392;-58.3974;-34.5806
53;20172500;201725;0;Avda. Pte. Figueroa Alcorta 2977;;Avda. Pte. Figueroa Alcorta 2977;Instituto de Formación Técnica Superior Nº 15;IFTS 15 ATC;4808-2598;SNUCom;IFTS (Instituto de Formación Técnica Superior);1;Dir de Formación Técnica Superior;1;2;RECOLETA;HTAL. J.A.FERNANDEZ;106046;105392;-58.3974;-34.5806
76;20171200;201712;0;Laprida 1235;;Laprida 1235;Esc. Primaria Común N° 02 Juan Larrea;EPjc 02;4821-5725;PriCom;Escuela Primaria Común de Jornada Completa;1;Dir de Educación Primaria;2;2;RECOLETA;HTAL. J.A.FERNANDEZ;105118;103851;-58.4075;-34.5945
77;20147801;201478;1;Lambaré 975;;Lambaré 975;Jardín de Infantes Nucleado C (EPCjs 03/02º);JIN C (03);4862-5682;IniCom;JIN (Jardín de Infantes Nucleado);1;Dir de Educación Inicial;2;5;ALMAGRO;HTAL. DR. C.G. DURAND;103045;102907;-58.4301;-34.6031
77;20097200;200972;0;Lambaré 975;;Lambaré 975;Esc. Primaria Común N° 03 Manuel Sola;EPjs 03;4862-5682;PriCom;Escuela Primaria Común de Jornada Simple;1;Dir de Educación Primaria;2;5;ALMAGRO;HTAL. DR. C.G. DURAND;103045;102907;-58.4301;-34.6031
77;20199200;201992;0;Lambaré 975;;Lambaré 975;CENOF Centro Lambaré;CENOF Lambaré;4862-5682;Otras;CENOF (Centro de Educación No Formal);1;Gerencia Operativa de Educación y Trabajo;2;5;ALMAGRO;HTAL. DR. C.G. DURAND;103045;102907;-58.4301;-34.6031
78;20147101;201471;1;Soler 3929;;Soler 3929;Jardín de Infantes Nucleado A (EPCjs 04/02º);JIN A (04);4824-6364;IniCom;JIN (Jardín de Infantes Nucleado);1;Dir de Educación Inicial;2;14;PALERMO;HTAL. J.A.FERNANDEZ;104235;104157;-58.4171;-34.5918
78;20154600;201546;0;Soler 3929;;Soler 3929;Esc. Primaria Común N° 04 Amadeo Jacques;EPjc 04;4824-6364;PriCom;Escuela Primaria Común de Jornada Completa;1;Dir de Educación Primaria;2;14;PALERMO;HTAL. J.A.FERNANDEZ;104235;104157;-58.4171;-34.5918
120;20074300;200743;0;Gral. Lucio Norberto Mansilla 3643;Dr. Tomas de Anchorena 855;Gral. Lucio Norberto Mansilla 3643;Esc. Primaria Común N° 05 Ursula Llames de Lapuente;EPjc 05;4823-2477;PriCom;Escuela Primaria Común de Jornada Completa;1;Dir de Educación Primaria;2;14;PALERMO;HTAL. J.A.FERNANDEZ;104446;104277;-58.4148;-34.5907
120;20215500;202155;0;Gral. Lucio Norberto Mansilla 3643;Dr. Tomas de Anchorena 855;Gral. Lucio Norberto Mansilla 3643;Centro Educativo Complementario de Idiomas Extranjeros Nº 02;CECIE 02;4823-2477;Otras;Centro Educ. Complementario de Idioma;1;Dir de Educación Primaria;2;14;PALERMO;HTAL. J.A.FERNANDEZ;104446;104277;-58.4148;-34.5907
412;20084418;200844;18;Don Bosco 4200;33 Orientales 74;Don Bosco 4200;Curso Vocacional de Danza y Expresión Corporal Infantil Nº 07;CV Dan Inf 07;4981-6615;Otras;Escuela de Danzas;1;Dir de Educación Artística;8;5;ALMAGRO;HTAL. DR. C.G. DURAND;103548;101699;-58.4246;-34.614
79;20125400;201254;0;Dr. Tomás Manuel de Anchorena 441;Valentín Gómez 3187;Dr. Tomás Manuel de Anchorena 441;Esc. Primaria Común N° 06 Gral. Martín Rodríguez;EPjc 06;4861-2434;PriCom;Escuela Primaria Común de Jornada Completa;1;Dir de Educación Primaria;2;3;BALVANERA;HTAL. DR. J.M. RAMOS MEJÍA;104846;102725;-58.4105;-34.6047
79;20199300;201993;0;Dr. Tomás Manuel de Anchorena 441;Valentín Gómez 3187;Dr. Tomás Manuel de Anchorena 441;CENOF Centro Anchorena;CENOF Anchorena;4861-2434;Otras;CENOF (Centro de Educación No Formal);1;Gerencia Operativa de Educación y Trabajo;2;3;BALVANERA;HTAL. DR. J.M. RAMOS MEJÍA;104846;102725;-58.4105;-34.6047
80;20147802;201478;2;Rio de Janeiro 986;Rio de Janeiro 946 - Ramos Mejia 951;Río de Janeiro 946;Jardín de Infantes Nucleado C (EPCjc 07/02º);JIN C (07);4983-5877 4862-7245;IniCom;JIN (Jardín de Infantes Nucleado);1;Dir de Educación Inicial;2;6;CABALLITO;HTAL. DR. C.G. DURAND;102856;102763;-58.4322;-34.6044
441;20045100;200451;0;Gurruchaga 739;;Gurruchaga 739;Instituto de Formación Técnica Superior Nº 20;IFTS 20;4776-0364;SNUCom;IFTS (Instituto de Formación Técnica Superior);1;Dir de Formación Técnica Superior;9;15;VILLA CRESPO;HTAL. DR. C.G. DURAND;102267;103750;-58.4386;-34.5955
992;20159856;201598;56;Oruro 1310;;Oruro 1310;Centro Educativo de Nivel Primario N° 08;CENP 08;;PriAdu;CENP (Centro Educativo de Nivel Primario);1;Dir de Educación del Adulto y del Adolescente;6;3;SAN CRISTOBAL;HTAL. DR. J.M. RAMOS MEJÍA;105032;100278;-58.4084;-34.6267
156;20184516;201845;16;Estados Unidos 1273;;Estados Unidos 1273;Centro de Alfabetización, Educación Básica y Trabajo N° 49 Com Rey Jesús;CAEByT 49;4304-8536;PriAdu;PAEByT (Prog de Alfabetización, Educ Básica y Trabajo para Jóvenes y Adultos);1;Dir de Educación del Adulto y del Adolescente;3;1;CONSTITUCION;HTAL. DR. J.M. RAMOS MEJÍA;107281;101189;-58.3839;-34.6185
140;20045900;200459;0;Moreno 2135;;Moreno 2135;Centro Educativo de Nivel Secundario N° 34;CENS 34 M Interior;4954-6776;MedAdu;CENS (Centro Educativo de Nivel Secundario);1;Dir de Educación del Adulto y del Adolescente;3;3;BALVANERA;HTAL. DR. J.M. RAMOS MEJÍA;106120;101819;-58.3966;-34.6129
159;20042300;200423;0;Adolfo Alsina 1825;;Adolfo Alsina 1825 piso 7°;Centro Educativo de Nivel Secundario N° 58;CENS 58 Senado;4959-3000 Int. 2794;MedAdu;CENS (Centro Educativo de Nivel Secundario);1;Dir de Educación del Adulto y del Adolescente;3;3;BALVANERA;HTAL. DR. J.M. RAMOS MEJÍA;106517;101975;-58.3922;-34.6114
173;20060600;200606;0;Aristóbulo del Valle 471;Aristóbulo del Valle 453;Aristóbulo del Valle 471;Jardín de Infantes Nucleado B (EPCjs 01/04º)[Sede];JIN B (01) (s);4362-1550;IniCom;JIN (Jardín de Infantes Nucleado);1;Dir de Educación Inicial;4;4;BOCA;HTAL. DR. C. ARGERICH;109337;99560.4;-58.3615;-34.6332
173;20054000;200540;0;Aristóbulo del Valle 471;Aristóbulo del Valle 453;Aristóbulo del Valle 471;Esc. Primaria Común N° 01 Alte. Guillermo Brown;EPjs 01;4362-1550;PriCom;Escuela Primaria Común de Jornada Simple;1;Dir de Educación Primaria;4;4;BOCA;HTAL. DR. C. ARGERICH;109337;99560.4;-58.3615;-34.6332
173;20167100;201671;0;Aristóbulo del Valle 471;Aristóbulo del Valle 453;Aristóbulo del Valle 471;Esc. de Educacion Media N° 07/04° Escuela de la Ribera;EEM 07/04;4362-1550;MedCom;Escuela de Educación Media;1;Dir de Educación Media;4;4;BOCA;HTAL. DR. C. ARGERICH;109337;99560.4;-58.3615;-34.6332
174;20060602;200606;2;Wenceslao Villafañe 453;;Wenceslao Villafañe 453;Jardín de Infantes Nucleado B (EPCjs 02/04º);JIN B (02);4362-5614;IniCom;JIN (Jardín de Infantes Nucleado);1;Dir de Educación Inicial;4;4;BOCA;HTAL. DR. C. ARGERICH;109315;99661.4;-58.3617;-34.6323
174;20000200;200002;0;Wenceslao Villafañe 453;;Wenceslao Villafañe 453;Esc. Primaria Común N° 02 Carlos Ramón Vignale;EPjs 02;4362-5614;PriCom;Escuela Primaria Común de Jornada Simple;1;Dir de Educación Primaria;4;4;BOCA;HTAL. DR. C. ARGERICH;109315;99661.4;-58.3617;-34.6323
174;20167000;201670;0;Wenceslao Villafañe 453;;Wenceslao Villafañe 453;Esc. Primaria p/Adultos Nº 02 Carlos Ramon Vignale;EPA 02;4362-5614;PriAdu - Otras;Escuela Primaria para Adultos;1;Dir de Educación del Adulto y del Adolescente;4;4;BOCA;HTAL. DR. C. ARGERICH;109315;99661.4;-58.3617;-34.6323
175;20152201;201522;1;Rocha 1226;;Rocha 1226;Jardín de Infantes Nucleado C (EPCjc 03/04º);JIN C (03);4301-1020/9421;IniCom;JIN (Jardín de Infantes Nucleado);1;Dir de Educación Inicial;4;4;BOCA;HTAL. DR. C. ARGERICH;108745;98591.5;-58.3679;-34.6419
175;20001200;200012;0;Rocha 1226;;Rocha 1226;Esc. Primaria Común N° 03 Juan María Gutierrez;EPjc 03;4301-1020;PriCom;Escuela Primaria Común de Jornada Completa;1;Dir de Educación Primaria;4;4;BOCA;HTAL. DR. C. ARGERICH;108745;98591.5;-58.3679;-34.6419
176;20001000;200010;0;Benito Quinquela Martín 1081;Alvar Nuñez;Benito Quinquela Martín 1081;Esc. Primaria Común N° 04 José Jacinto Berrutti;EPjs 04;4301-2226;PriCom;Escuela Primaria Común de Jornada Simple;1;Dir de Educación Primaria;4;4;BOCA;HTAL. DR. C. ARGERICH;108966;98542.5;-58.3655;-34.6424
99;20116200;201162;0;Valentín Gómez 3163;;Valentín Gómez 3163;Colegio Nº 05 Bartolomé Mitre;Col 05;4862-6090 4863-3507;MedCom;Colegio;1;Dir de Educación Media;2;3;BALVANERA;HTAL. DR. J.M. RAMOS MEJÍA;104876;102687;-58.4101;-34.605
99;20141900;201419;0;Valentín Gómez 3163;;Valentín Gómez 3163;Colegio Nº 14 Juan José Paso;Col 14;4862-6090 4863-3507;MedCom;Colegio;1;Dir de Educación Media;2;3;BALVANERA;HTAL. DR. J.M. RAMOS MEJÍA;104876;102687;-58.4101;-34.605
100;20144800;201448;0;Jerónimo Salguero 920;Lavalle 3871;Jerónimo Salguero 920;Esc. Técnica Nº 30 Dr. Norberto Piñero;ET 30;4863-0728;MedCom;Escuela Técnica;1;Dir de Educación Técnica;2;5;ALMAGRO;HTAL. DR. C.G. DURAND;104052;103321;-58.4191;-34.5993
101;20071700;200717;0;Güemes 3859;Güemes 3837;Güemes 3859;Esc. Normal Superior Nº 06 Vicente Lopez y Planes;ENS 06 V L y Planes;4824-2741/0383/4102;IniCom - PriCom - MedCom - SNUCom;Escuela Normal Superior - IFTS;1;Dir de Formación Docente;2;14;PALERMO;HTAL. J.A.FERNANDEZ;104331;104700;-58.4161;-34.5869
101;20141400;201414;0;Güemes 3859;Güemes 3837;Güemes 3859;Inst. Superior del Prof. de Educación Especial;IES Prof Ed Especial;4826-5772;SNUCom;Instituto de Educación Superior;1;Dir de Formación Docente;2;14;PALERMO;HTAL. J.A.FERNANDEZ;104331;104700;-58.4161;-34.5869
128;20183100;201831;0;Moreno 2104;;Moreno 2104;Esc. Primaria p/Adultos Nº 09 Mariano Moreno;EPA 09;4952-1949;PriAdu - Otras;Escuela Primaria para Adultos;1;Dir de Educación del Adulto y del Adolescente;3;3;BALVANERA;HTAL. DR. J.M. RAMOS MEJÍA;106145;101788;-58.3963;-34.6131
129;20063100;200631;0;Pte. Luis Sáenz Peña 1215;Pte. Luis Sáenz Peña - Avda. San Juan;Pte. Luis Sáenz Peña 1215;Esc. Primaria Común Nº 11 Dr. Ricardo Gutierrez;EPjc 11;4305-0468;PriCom;Escuela Primaria Común de Jornada Completa;1;Dir de Educación Primaria;3;1;CONSTITUCION;HTAL. DR. J.M. RAMOS MEJÍA;106969;100735;-58.3873;-34.6226
